Title,ISSN,BUS,HUM,LAW,MED,NSEG,SSDG
Magnetic Resonance Imaging,0730725X,NA,NA,NA,1,1,NA
Magnetic Resonance Imaging Clinics of North America,10649689,NA,NA,NA,1,NA,NA
Mammalian Biology,16165047,NA,NA,NA,NA,1,NA
Management Accounting Research,10445005,1,NA,NA,NA,1,NA
Manufacturing Letters,22138463,NA,NA,NA,NA,1,NA
Marine and Petroleum Geology,02648172,NA,NA,NA,NA,1,NA
Marine Chemistry,03044203,NA,NA,NA,NA,1,NA
Marine Environmental Research,01411136,NA,NA,NA,NA,1,NA
Marine Genomics,18747787,NA,NA,NA,NA,1,NA
Marine Geology,00253227,NA,NA,NA,NA,1,NA
Marine Micropaleontology,03778398,NA,NA,NA,NA,1,NA
Marine Policy,0308597X,NA,NA,1,NA,1,1
Marine Pollution Bulletin,0025326X,NA,NA,NA,NA,1,NA
Marine Structures,09518339,NA,NA,NA,NA,1,NA
Materialia,25891529,NA,NA,NA,NA,1,NA
Materials & Design,02641275,NA,NA,NA,NA,1,NA
Materials Characterization,10445803,NA,NA,NA,NA,1,NA
Materials Chemistry and Physics,02540584,NA,NA,NA,NA,1,NA
Materials Letters,0167577X,NA,NA,NA,NA,1,NA
Materials Letters: X,25901508,NA,NA,NA,NA,1,NA
Materials Research Bulletin,00255408,NA,NA,NA,NA,1,NA
Materials Science and Engineering: A,09215093,NA,NA,NA,NA,1,NA
Materials Science and Engineering: B,09215107,NA,NA,NA,NA,1,NA
Materials Science and Engineering: C,09284931,NA,NA,NA,NA,1,NA
Materials Science and Engineering: R: Reports,0927796X,NA,NA,NA,NA,1,NA
Materials Science for Energy Technologies,25892991,NA,NA,NA,NA,1,NA
Materials Science in Semiconductor Processing,13698001,NA,NA,NA,NA,1,NA
Materials Today,13697021,NA,NA,NA,NA,1,NA
Materials Today Advances,25900498,NA,NA,NA,NA,1,NA
Materials Today Bio,25900064,NA,NA,NA,NA,1,NA
Materials Today Chemistry,24685194,NA,NA,NA,NA,1,NA
Materials Today Communications,23524928,NA,NA,NA,NA,1,NA
Materials Today Energy,24686069,NA,NA,NA,NA,1,NA
Materials Today Nano,25888420,NA,NA,NA,NA,1,NA
Materials Today Physics,25425293,NA,NA,NA,NA,1,NA
Materials Today Sustainability,25892347,NA,NA,NA,NA,1,NA
Materials Today: Proceedings,22147853,NA,NA,NA,NA,1,NA
Mathematical Biosciences,00255564,NA,NA,NA,NA,1,NA
Mathematical Social Sciences,01654896,NA,NA,NA,NA,1,1
Mathematics and Computers in Simulation,03784754,NA,NA,NA,NA,1,NA
Matrix Biology,0945053X,NA,NA,NA,NA,1,NA
Matrix Biology Plus,25900285,NA,NA,NA,1,1,NA
Matter,25902385,NA,NA,NA,NA,1,NA
Maturitas,03785122,NA,NA,NA,1,1,NA
Mayo Clinic Proceedings,00256196,NA,NA,NA,1,NA,NA
"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",25424548,NA,NA,NA,1,NA,NA
Measurement,02632241,NA,NA,NA,NA,1,NA
Meat Science,03091740,NA,NA,NA,1,1,NA
Mechanical Systems and Signal Processing,08883270,NA,NA,NA,NA,1,NA
Mechanics of Materials,01676636,NA,NA,NA,NA,1,NA
Mechanics Research Communications,00936413,NA,NA,NA,NA,1,NA
Mechanism and Machine Theory,0094114X,NA,NA,NA,NA,1,NA
Mechanisms of Ageing and Development,00476374,NA,NA,NA,1,1,NA
Mechanisms of Development,09254773,NA,NA,NA,1,1,NA
Mechatronics,09574158,NA,NA,NA,NA,1,NA
Médecine & Droit,12467391,NA,NA,1,1,NA,1
Médecine des Maladies Métaboliques,19572557,NA,NA,NA,1,NA,NA
Médecine du Sommeil,17694493,NA,NA,NA,1,NA,NA
Médecine et Maladies Infectieuses,0399077X,NA,NA,NA,1,NA,NA
Médecine Nucléaire,09281258,NA,NA,NA,1,NA,NA
Médecine Palliative,16366522,NA,NA,NA,1,1,NA
Medical Clinics of North America,00257125,NA,NA,NA,1,NA,NA
Medical Dosimetry,09583947,NA,NA,NA,1,1,NA
Medical Engineering & Physics,13504533,NA,NA,NA,1,1,NA
Medical Hypotheses,03069877,NA,NA,NA,1,1,NA
Medical Image Analysis,13618415,NA,NA,NA,1,1,NA
Medical Journal Armed Forces India,03771237,NA,NA,NA,1,NA,NA
Medical Mycology Case Reports,22117539,NA,NA,NA,1,1,NA
Medicina Clínica,00257753,NA,NA,NA,1,NA,NA
Medicina Clínica (English Edition),23870206,NA,NA,NA,1,NA,NA
Medicina Clínica Práctica,26039249,NA,NA,NA,1,NA,NA
Medicina de Familia. SEMERGEN,11383593,NA,NA,NA,1,NA,NA
Medicina Intensiva,02105691,NA,NA,NA,1,NA,NA
Medicina Intensiva (English Edition),21735727,NA,NA,NA,1,NA,NA
Medicina Reproductiva y Embriología Clínica,23409320,NA,NA,NA,1,NA,NA
Medicine,13573039,NA,NA,NA,1,NA,NA
Medicine - Programa de Formación Médica Continuada Acreditado,03045412,NA,NA,NA,1,NA,NA
Membrane Technology,09582118,NA,NA,NA,NA,1,NA
Mendeleev Communications,09599436,NA,NA,NA,NA,1,NA
Mental Health & Prevention,22126570,NA,NA,NA,1,1,NA
Mental Health and Physical Activity,17552966,NA,NA,NA,1,1,NA
Meta Gene,22145400,NA,NA,NA,NA,1,NA
Metabolic Engineering,10967176,NA,NA,NA,NA,1,NA
Metabolic Engineering Communications,22140301,NA,NA,NA,NA,1,NA
Metabolism,00260495,NA,NA,NA,1,1,NA
Metabolism Open,25899368,NA,NA,NA,1,1,NA
Metal Powder Report,00260657,NA,NA,NA,NA,1,NA
Methods,10462023,NA,NA,NA,NA,1,NA
MethodsX,22150161,NA,NA,NA,1,1,NA
Micro and Nano Engineering,25900072,NA,NA,NA,NA,1,NA
Microbes and Infection,12864579,NA,NA,NA,1,1,NA
Microbial Pathogenesis,08824010,NA,NA,NA,1,1,NA
Microbial Risk Analysis,23523522,NA,NA,NA,1,1,NA
Microbiological Research,09445013,NA,NA,NA,NA,1,NA
Microchemical Journal,0026265X,NA,NA,NA,NA,1,NA
Microelectronic Engineering,01679317,NA,NA,NA,NA,1,NA
Microelectronics Journal,00262692,NA,NA,NA,NA,1,NA
Microelectronics Reliability,00262714,NA,NA,NA,NA,1,NA
Micron,09684328,NA,NA,NA,NA,1,NA
Microporous and Mesoporous Materials,13871811,NA,NA,NA,NA,1,NA
Microprocessors and Microsystems,01419331,NA,NA,NA,NA,1,NA
Microvascular Research,00262862,NA,NA,NA,1,1,NA
Midwifery,02666138,NA,NA,NA,1,NA,1
Minerals Engineering,08926875,NA,NA,NA,NA,1,NA
Mitochondrion,15677249,NA,NA,NA,NA,1,NA
Molecular and Biochemical Parasitology,01666851,NA,NA,NA,1,1,NA
Molecular and Cellular Endocrinology,03037207,NA,NA,NA,1,1,NA
Molecular and Cellular Neuroscience,10447431,NA,NA,NA,1,1,NA
Molecular and Cellular Probes,08908508,NA,NA,NA,1,1,NA
Molecular Aspects of Medicine,00982997,NA,NA,NA,1,1,NA
Molecular Astrophysics,24056758,NA,NA,NA,NA,1,NA
Molecular Catalysis,24688231,NA,NA,NA,NA,1,NA
Molecular Cell,10972765,NA,NA,NA,NA,1,NA
Molecular Genetics and Metabolism,10967192,NA,NA,NA,NA,1,NA
Molecular Genetics and Metabolism Reports,22144269,NA,NA,NA,NA,1,NA
Molecular Immunology,01615890,NA,NA,NA,1,1,NA
Molecular Metabolism,22128778,NA,NA,NA,1,NA,NA
Molecular Phylogenetics and Evolution,10557903,NA,NA,NA,NA,1,NA
Molecular Plant,16742052,NA,NA,NA,NA,1,NA
Molecular Therapy,15250016,NA,NA,NA,1,1,NA
Molecular Therapy - Methods & Clinical Development,23290501,NA,NA,NA,1,1,NA
Molecular Therapy - Nucleic Acids,21622531,NA,NA,NA,1,1,NA
Molecular Therapy - Oncolytics,23727705,NA,NA,NA,1,1,NA
Morphologie,12860115,NA,NA,NA,NA,1,NA
Motricité Cérébrale,02455919,NA,NA,NA,1,1,NA
Multiple Sclerosis and Related Disorders,22110348,NA,NA,NA,1,1,NA
Musculoskeletal Science and Practice,24687812,NA,NA,NA,1,NA,NA
Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis,00275107,NA,NA,NA,1,1,NA
Mutation Research/Genetic Toxicology and Environmental Mutagenesis,13835718,NA,NA,NA,1,1,NA
Mutation Research/Reviews in Mutation Research,13835742,NA,NA,NA,1,1,NA
Mycoscience,13403540,NA,NA,NA,NA,1,NA
Nano Communication Networks,18787789,NA,NA,NA,NA,1,NA
Nano Energy,22112855,NA,NA,NA,NA,1,NA
Nano Materials Science,25899651,NA,NA,NA,NA,1,NA
Nano Today,17480132,NA,NA,NA,NA,1,NA
Nano-Structures & Nano-Objects,2352507X,NA,NA,NA,NA,1,NA
NanoImpact,24520748,NA,NA,NA,1,1,NA
"Nanomedicine: Nanotechnology, Biology and Medicine",15499634,NA,NA,NA,1,1,NA
Nanotechnology and Precision Engineering,25895540,NA,NA,NA,NA,1,NA
Natural Gas Industry B,23528540,NA,NA,NA,NA,1,NA
NDT & E International,09638695,NA,NA,NA,NA,1,NA
Nefrología,02116995,NA,NA,NA,1,NA,NA
Nefrología (English Edition),20132514,NA,NA,NA,1,NA,NA
Neoplasia,14765586,NA,NA,NA,1,1,NA
Néphrologie & Thérapeutique,17697255,NA,NA,NA,1,NA,NA
Network Security,13534858,NA,NA,NA,NA,1,NA
Neural Networks,08936080,NA,NA,NA,1,1,NA
Neurobiology of Aging,01974580,NA,NA,NA,1,1,NA
Neurobiology of Disease,09699961,NA,NA,NA,1,NA,NA
Neurobiology of Learning and Memory,10747427,NA,NA,NA,NA,1,NA
Neurobiology of Pain,2452073X,NA,NA,NA,1,NA,NA
Neurobiology of Sleep and Circadian Rhythms,24519944,NA,NA,NA,1,1,NA
Neurobiology of Stress,23522895,NA,NA,NA,1,1,NA
Neurochemistry International,01970186,NA,NA,NA,1,1,NA
Neurochirurgie,00283770,NA,NA,NA,1,NA,NA
Neurocirugía,11301473,NA,NA,NA,1,NA,NA
Neurocirugía (English Edition),25298496,NA,NA,NA,1,NA,NA
Neurocomputing,09252312,NA,NA,NA,1,1,NA
NeuroImage,10538119,NA,NA,NA,1,1,NA
NeuroImage: Clinical,22131582,NA,NA,NA,1,1,NA
Neuroimaging Clinics of North America,10525149,NA,NA,NA,1,NA,NA
Neurología,02134853,NA,NA,NA,1,NA,NA
Neurología (English Edition),21735808,NA,NA,NA,1,NA,NA
Neurología Argentina,18530028,NA,NA,NA,1,NA,NA
Neurologic Clinics,07338619,NA,NA,NA,1,NA,NA
"Neurology, Psychiatry and Brain Research",09419500,NA,NA,NA,1,NA,NA
Neuromuscular Disorders,09608966,NA,NA,NA,1,NA,NA
Neuron,08966273,NA,NA,NA,1,1,NA
Neuropeptides,01434179,NA,NA,NA,1,1,NA
Neuropharmacology,00283908,NA,NA,NA,1,1,NA
Neurophysiologie Clinique,09877053,NA,NA,NA,1,NA,NA
Neuropsychiatrie de l'Enfance et de l'Adolescence,02229617,NA,NA,NA,1,1,NA
Neuropsychologia,00283932,NA,NA,NA,NA,1,NA
Neuroscience,03064522,NA,NA,NA,1,NA,NA
Neuroscience & Biobehavioral Reviews,01497634,NA,NA,NA,NA,1,NA
Neuroscience Letters,03043940,NA,NA,NA,1,NA,NA
Neuroscience Research,01680102,NA,NA,NA,1,NA,NA
Neurosurgery Clinics of North America,10423680,NA,NA,NA,1,NA,NA
NeuroToxicology,0161813X,NA,NA,NA,1,1,NA
Neurotoxicology and Teratology,08920362,NA,NA,NA,1,1,NA
New Astronomy,13841076,NA,NA,NA,NA,1,NA
New Astronomy Reviews,13876473,NA,NA,NA,NA,1,NA
New Biotechnology,18716784,NA,NA,NA,NA,1,NA
New Carbon Materials,18725805,NA,NA,NA,NA,1,NA
New Ideas in Psychology,0732118X,NA,NA,NA,NA,1,NA
New Microbes and New Infections,20522975,NA,NA,NA,1,1,NA
New Scientist,02624079,1,1,NA,1,1,1
NFS Journal,23523646,NA,NA,NA,1,1,1
Nitric Oxide,10898603,NA,NA,NA,1,1,NA
NJAS - Wageningen Journal of Life Sciences,15735214,NA,NA,NA,NA,1,NA
Non-coding RNA Research,24680540,NA,NA,NA,1,1,NA
Nonlinear Analysis,0362546X,NA,NA,NA,NA,1,NA
Nonlinear Analysis: Hybrid Systems,1751570X,NA,NA,NA,NA,1,NA
Nonlinear Analysis: Real World Applications,14681218,NA,NA,NA,NA,1,NA
NPG Neurologie - Psychiatrie – Gériatrie,16274830,NA,NA,NA,1,NA,NA
Nuclear and Particle Physics Proceedings,24056014,NA,NA,NA,NA,1,NA
Nuclear Data Sheets,00903752,NA,NA,NA,NA,1,NA
Nuclear Engineering and Design,00295493,NA,NA,NA,NA,1,NA
Nuclear Engineering and Technology,17385733,NA,NA,NA,NA,1,NA
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",01689002,NA,NA,NA,NA,1,NA
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168583X,NA,NA,NA,NA,1,NA
Nuclear Materials and Energy,23521791,NA,NA,NA,NA,1,NA
Nuclear Medicine and Biology,09698051,NA,NA,NA,1,1,NA
Nuclear Physics A,03759474,NA,NA,NA,NA,1,NA
Nuclear Physics B,05503213,NA,NA,NA,NA,1,NA
Nurse Education in Practice,14715953,NA,NA,NA,1,NA,1
Nurse Education Today,02606917,NA,NA,NA,1,NA,1
Nurse Leader,15414612,NA,NA,NA,1,NA,NA
Nursing (Ed. española),02125382,NA,NA,NA,1,NA,NA
Nursing Clinics of North America,00296465,NA,NA,NA,1,NA,NA
Nursing for Women's Health,17514851,NA,NA,NA,1,NA,NA
Nursing Outlook,00296554,NA,NA,NA,1,NA,NA
Nutrition,08999007,NA,NA,NA,1,NA,NA
Nutrition Clinique et Métabolisme,09850562,NA,NA,NA,1,NA,NA
Nutrition Research,02715317,NA,NA,NA,1,1,NA
"Nutrition, Metabolism and Cardiovascular Diseases",09394753,NA,NA,NA,1,NA,NA
Obesity Medicine,24518476,1,NA,NA,1,NA,1
Obesity Research & Clinical Practice,1871403X,NA,NA,NA,1,NA,NA
Obstetrics and Gynecology Clinics of North America,08898545,NA,NA,NA,1,NA,NA
"Obstetrics, Gynaecology & Reproductive Medicine",17517214,NA,NA,NA,1,NA,NA
Ocean & Coastal Management,09645691,NA,NA,NA,NA,1,NA
Ocean Engineering,00298018,NA,NA,NA,NA,1,NA
Ocean Modelling,14635003,NA,NA,NA,NA,1,NA
Oceanologia,00783234,NA,NA,NA,NA,1,NA
Omega,03050483,1,NA,NA,NA,1,NA
Oncology Signaling,25425633,NA,NA,NA,1,NA,NA
One Health,23527714,NA,NA,NA,NA,1,NA
Online Social Networks and Media,24686964,NA,NA,NA,NA,1,NA
OpenNano,23529520,NA,NA,NA,1,NA,NA
Operations Research for Health Care,22116923,NA,NA,NA,1,1,NA
Operations Research Letters,01676377,NA,NA,NA,NA,1,NA
Operations Research Perspectives,22147160,NA,NA,NA,NA,1,NA
Operative Techniques in Orthopaedics,10486666,NA,NA,NA,1,NA,NA
Operative Techniques in Otolaryngology-Head and Neck Surgery,10431810,NA,NA,NA,1,NA,NA
Operative Techniques in Sports Medicine,10601872,NA,NA,NA,1,NA,NA
Operative Techniques in Thoracic and Cardiovascular Surgery,15222942,NA,NA,NA,1,NA,NA
Ophthalmology,01616420,NA,NA,NA,1,NA,NA
Ophthalmology Glaucoma,25894196,NA,NA,NA,1,NA,NA
Ophthalmology Retina,24686530,NA,NA,NA,1,NA,NA
Optical Fiber Technology,10685200,NA,NA,NA,NA,1,NA
Optical Materials,09253467,NA,NA,NA,NA,1,NA
Optical Materials: X,25901478,NA,NA,NA,NA,1,NA
Optical Switching and Networking,15734277,NA,NA,NA,NA,1,NA
Optics & Laser Technology,00303992,NA,NA,NA,NA,1,NA
Optics and Lasers in Engineering,01438166,NA,NA,NA,NA,1,NA
Optics Communications,00304018,NA,NA,NA,NA,1,NA
Optik,00304026,NA,NA,NA,NA,1,NA
Option/Bio,09925945,NA,NA,NA,NA,1,NA
Opto-Electronics Review,12303402,NA,NA,NA,NA,1,NA
Oral and Maxillofacial Surgery Cases,22145419,NA,NA,NA,1,NA,NA
Oral and Maxillofacial Surgery Clinics of North America,10423699,NA,NA,NA,1,NA,NA
Oral Oncology,13688375,NA,NA,NA,1,NA,NA
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",22124403,NA,NA,NA,1,NA,NA
Orbis,00304387,NA,NA,NA,NA,NA,1
Ore Geology Reviews,01691368,NA,NA,NA,NA,1,NA
Organic Electronics,15661199,NA,NA,NA,NA,1,NA
Organic Geochemistry,01466380,NA,NA,NA,NA,1,NA
Organizational Behavior and Human Decision Processes,07495978,1,NA,NA,NA,1,NA
Organizational Dynamics,00902616,1,NA,NA,NA,1,1
Orthodontic Waves,13440241,NA,NA,NA,1,NA,NA
Orthopaedics & Traumatology: Surgery & Research,18770568,NA,NA,NA,1,NA,NA
Orthopaedics and Trauma,18771327,NA,NA,NA,1,NA,NA
Orthopedic Clinics of North America,00305898,NA,NA,NA,1,NA,NA
Osteoarthritis and Cartilage,10634584,NA,NA,NA,1,NA,NA
Osteopathische Medizin,16159071,NA,NA,NA,1,NA,NA
Osteoporosis and Sarcopenia,24055255,NA,NA,NA,1,NA,NA
Otolaryngologic Clinics of North America,00306665,NA,NA,NA,1,NA,NA
Otolaryngology Case Reports,24685488,NA,NA,NA,1,NA,NA
Pacific-Basin Finance Journal,0927538X,1,NA,NA,NA,NA,1
Paediatric Respiratory Reviews,15260542,NA,NA,NA,1,NA,NA
Paediatrics and Child Health,17517222,NA,NA,NA,1,NA,NA
Pain Management Nursing,15249042,NA,NA,NA,1,NA,NA
"Palaeogeography, Palaeoclimatology, Palaeoecology",00310182,NA,NA,NA,NA,1,NA
Palaeoworld,1871174X,NA,NA,NA,NA,1,NA
Pancreatology,14243903,NA,NA,NA,1,NA,NA
Papillomavirus Research,24058521,NA,NA,NA,1,NA,NA
Parallel Computing,01678191,NA,NA,NA,NA,1,NA
Parasite Epidemiology and Control,24056731,NA,NA,NA,1,1,NA
Parasitology International,13835769,NA,NA,NA,1,NA,NA
Parkinsonism & Related Disorders,13538020,NA,NA,NA,1,1,NA
Particuology,16742001,NA,NA,NA,NA,1,NA
Pathology,00313025,NA,NA,NA,1,NA,NA
Pathology - Research and Practice,03440338,NA,NA,NA,1,1,NA
Pathophysiology,09284680,NA,NA,NA,1,NA,NA
Patient Education and Counseling,07383991,NA,NA,NA,1,NA,NA
Pattern Recognition,00313203,NA,NA,NA,NA,1,NA
Pattern Recognition Letters,01678655,NA,NA,NA,NA,1,NA
Pediatric Clinics of North America,00313955,NA,NA,NA,1,NA,NA
Pediatric Dental Journal,09172394,NA,NA,NA,1,NA,NA
Pediatric Hematology Oncology Journal,24681245,NA,NA,NA,1,NA,NA
Pediatric Neurology,08878994,NA,NA,NA,1,NA,NA
Pediatrics & Neonatology,18759572,NA,NA,NA,1,NA,NA
Pedobiologia,00314056,NA,NA,NA,NA,1,NA
Pedosphere,10020160,NA,NA,NA,NA,1,NA
Peptides,01969781,NA,NA,NA,NA,1,NA
Perfectionnement en Pédiatrie,2588932X,NA,NA,NA,1,NA,NA
Performance Enhancement & Health,22112669,NA,NA,NA,1,1,1
Performance Evaluation,01665316,NA,NA,NA,NA,1,NA
Perioperative Care and Operating Room Management,24056030,1,NA,NA,1,NA,NA
Personality and Individual Differences,01918869,NA,NA,NA,NA,1,NA
Personalized Medicine in Psychiatry,24681717,NA,NA,NA,1,1,NA
Personalized Medicine Universe,21864950,NA,NA,NA,1,NA,NA
Perspectives in Ecology and Conservation,25300644,NA,NA,NA,NA,1,NA
"Perspectives in Plant Ecology, Evolution and Systematics",14338319,NA,NA,NA,NA,1,NA
Perspectives in Science,22130209,NA,NA,NA,NA,1,NA
Perspectives in Vaccinology,22107622,NA,NA,NA,1,NA,NA
Pervasive and Mobile Computing,15741192,NA,NA,NA,NA,1,NA
Pesticide Biochemistry and Physiology,00483575,NA,NA,NA,NA,1,NA
PET Clinics,15568598,NA,NA,NA,1,NA,NA
Petroleum,24056561,NA,NA,NA,NA,1,NA
Petroleum Exploration and Development,18763804,NA,NA,NA,NA,1,NA
Petroleum Research,20962495,NA,NA,NA,NA,1,NA
Pharmacological Reports,17341140,NA,NA,NA,1,1,NA
Pharmacological Research,10436618,NA,NA,NA,1,NA,NA
Pharmacology & Therapeutics,01637258,NA,NA,NA,1,NA,NA
Pharmacology Biochemistry and Behavior,00913057,NA,NA,NA,1,1,NA
PharmaNutrition,22134344,NA,NA,NA,1,1,NA
Photoacoustics,22135979,NA,NA,NA,1,1,NA
Photodiagnosis and Photodynamic Therapy,15721000,NA,NA,NA,1,NA,NA
Photonics and Nanostructures - Fundamentals and Applications,15694410,NA,NA,NA,NA,1,NA
Physica A: Statistical Mechanics and its Applications,03784371,NA,NA,NA,NA,1,1
Physica B: Condensed Matter,09214526,NA,NA,NA,NA,1,NA
Physica C: Superconductivity and its Applications,09214534,NA,NA,NA,NA,1,NA
Physica D: Nonlinear Phenomena,01672789,NA,NA,NA,NA,1,NA
Physica E: Low-dimensional Systems and Nanostructures,13869477,NA,NA,NA,NA,1,NA
Physica Medica,11201797,NA,NA,NA,1,1,NA
Physical Communication,18744907,NA,NA,NA,NA,1,NA
Physical Medicine and Rehabilitation Clinics of North America,10479651,NA,NA,NA,1,NA,NA
Physical Therapy in Sport,1466853X,NA,NA,NA,1,NA,NA
Physician Assistant Clinics,24057991,NA,NA,NA,1,NA,NA
"Physics and Chemistry of the Earth, Parts A/B/C",14747065,NA,NA,NA,NA,1,NA
Physics and Imaging in Radiation Oncology,24056316,NA,NA,NA,1,1,NA
Physics in Medicine,23524510,NA,NA,NA,1,1,NA
Physics Letters A,03759601,NA,NA,NA,NA,1,NA
Physics Letters B,03702693,NA,NA,NA,NA,1,NA
Physics of Life Reviews,15710645,NA,NA,NA,NA,1,NA
Physics of the Dark Universe,22126864,NA,NA,NA,NA,1,NA
Physics of The Earth and Planetary Interiors,00319201,NA,NA,NA,NA,1,NA
Physics Reports,03701573,NA,NA,NA,NA,1,NA
Physiological and Molecular Plant Pathology,08855765,NA,NA,NA,NA,1,NA
Physiology & Behavior,00319384,NA,NA,NA,NA,1,NA
Physiotherapy,00319406,NA,NA,NA,1,NA,NA
Phytochemistry,00319422,NA,NA,NA,1,1,NA
Phytochemistry Letters,18743900,NA,NA,NA,1,1,NA
Phytomedicine,09447113,NA,NA,NA,1,1,NA
Piel,02139251,NA,NA,NA,1,NA,NA
Placenta,01434004,NA,NA,NA,1,1,NA
Planetary and Space Science,00320633,NA,NA,NA,NA,1,NA
Plant Diversity,24682659,NA,NA,NA,NA,1,NA
Plant Gene,23524073,NA,NA,NA,NA,1,NA
Plant Physiology and Biochemistry,09819428,NA,NA,NA,NA,1,NA
Plant Science,01689452,NA,NA,NA,NA,1,NA
Plasmid,0147619X,NA,NA,NA,NA,1,NA
Poetics,0304422X,NA,1,NA,NA,NA,1
Polar Science,18739652,NA,NA,NA,NA,1,NA
Political Geography,09626298,NA,1,NA,NA,NA,1
Polyhedron,02775387,NA,NA,NA,NA,1,NA
Polymer,00323861,NA,NA,NA,NA,1,NA
Polymer Degradation and Stability,01413910,NA,NA,NA,NA,1,NA
Polymer Testing,01429418,NA,NA,NA,NA,1,NA
Postharvest Biology and Technology,09255214,NA,NA,NA,NA,1,NA
Powder Technology,00325910,NA,NA,NA,NA,1,NA
Practical Laboratory Medicine,23525517,NA,NA,NA,1,1,NA
Practical Radiation Oncology,18798500,NA,NA,NA,1,NA,NA
Pratique Neurologique - FMC,18787762,NA,NA,NA,1,NA,NA
Pratiques Psychologiques,12691763,NA,NA,NA,NA,1,NA
Precambrian Research,03019268,NA,NA,NA,NA,1,NA
Precision Engineering,01416359,NA,NA,NA,NA,1,NA
Pregnancy Hypertension,22107789,NA,NA,NA,1,NA,NA
Preventive Medicine,00917435,NA,NA,NA,1,NA,NA
Preventive Medicine Reports,22113355,NA,NA,NA,1,NA,NA
Preventive Veterinary Medicine,01675877,NA,NA,NA,1,1,NA
Primary Care Diabetes,17519918,NA,NA,NA,1,NA,NA
Primary Care: Clinics in Office Practice,00954543,NA,NA,NA,1,NA,NA
Probabilistic Engineering Mechanics,02668920,NA,NA,NA,NA,1,NA
Procedia CIRP,22128271,NA,NA,NA,NA,1,NA
Procedia Computer Science,18770509,NA,NA,NA,NA,1,NA
Procedia Engineering,18777058,NA,NA,NA,NA,1,NA
Procedia IUTAM,22109838,NA,NA,NA,NA,1,NA
Procedia Manufacturing,23519789,NA,NA,NA,NA,1,NA
Procedia Structural Integrity,24523216,NA,NA,NA,NA,1,NA
Proceedings of the Combustion Institute,15407489,NA,NA,NA,NA,1,NA
Proceedings of the Geologists’ Association,00167878,NA,NA,NA,NA,1,NA
Process Biochemistry,13595113,NA,NA,NA,NA,1,NA
Process Safety and Environmental Protection,09575820,NA,NA,NA,NA,1,NA
Progrès en Urologie,11667087,NA,NA,NA,1,NA,NA
Progrès en Urologie - FMC,1761676X,NA,NA,NA,1,NA,NA
Progress in Aerospace Sciences,03760421,NA,NA,NA,NA,1,NA
Progress in Biophysics and Molecular Biology,00796107,NA,NA,NA,NA,1,NA
Progress in Cardiovascular Diseases,00330620,NA,NA,NA,1,NA,NA
Progress in Crystal Growth and Characterization of Materials,09608974,NA,NA,NA,NA,1,NA
Progress in Disaster Science,25900617,NA,NA,NA,NA,1,1
Progress in Energy and Combustion Science,03601285,NA,NA,NA,NA,1,NA
Progress in Lipid Research,01637827,NA,NA,NA,NA,1,NA
Progress in Materials Science,00796425,NA,NA,NA,NA,1,NA
Progress in Natural Science: Materials International,10020071,NA,NA,NA,NA,1,NA
Progress in Neuro-Psychopharmacology and Biological Psychiatry,02785846,NA,NA,NA,1,NA,NA
Progress in Neurobiology,03010082,NA,NA,NA,1,NA,NA
Progress in Nuclear Energy,01491970,NA,NA,NA,NA,1,NA
Progress in Nuclear Magnetic Resonance Spectroscopy,00796565,NA,NA,NA,1,1,NA
Progress in Oceanography,00796611,NA,NA,NA,NA,1,NA
Progress in Organic Coatings,03009440,NA,NA,NA,NA,1,NA
Progress in Particle and Nuclear Physics,01466410,NA,NA,NA,NA,1,NA
Progress in Pediatric Cardiology,10589813,NA,NA,NA,1,NA,NA
Progress in Planning,03059006,NA,NA,NA,NA,NA,1
Progress in Polymer Science,00796700,NA,NA,NA,NA,1,NA
Progress in Quantum Electronics,00796727,NA,NA,NA,NA,1,NA
Progress in Retinal and Eye Research,13509462,NA,NA,NA,1,NA,NA
Progress in Solid State Chemistry,00796786,NA,NA,NA,NA,1,NA
Progress in Surface Science,00796816,NA,NA,NA,NA,1,NA
Propulsion and Power Research,2212540X,NA,NA,NA,NA,1,NA
Prostaglandins & Other Lipid Mediators,10988823,NA,NA,NA,NA,1,NA
"Prostaglandins, Leukotrienes and Essential Fatty Acids",09523278,NA,NA,NA,1,1,NA
Prostate International,22878882,NA,NA,NA,1,NA,NA
Protein Expression and Purification,10465928,NA,NA,NA,NA,1,NA
Protist,14344610,NA,NA,NA,1,1,NA
Psiquiatría Biológica,11345934,NA,NA,NA,1,NA,NA
Psychiatric Clinics of North America,0193953X,NA,NA,NA,1,NA,NA
Psychiatry Research,01651781,NA,NA,NA,1,1,NA
Psychiatry Research: Neuroimaging,09254927,NA,NA,NA,1,1,NA
Psychologie du Travail et des Organisations,14202530,NA,NA,NA,NA,1,NA
Psychologie Française,00332984,NA,NA,NA,NA,1,NA
Psychology of Sport and Exercise,14690292,NA,NA,NA,1,1,1
Psychoneuroendocrinology,03064530,NA,NA,NA,1,1,NA
Psychosomatics,00333182,NA,NA,NA,1,1,NA
