Title,ISSN,Type,EncodedTitle
Information Systems,03064379,Subscribed,Information%20Systems
International Journal of Rock Mechanics and Mining Sciences,13651609,Subscribed,International%20Journal%20of%20Rock%20Mechanics%20and%20Mining%20Sciences
International Journal of Solids and Structures,00207683,Subscribed,International%20Journal%20of%20Solids%20and%20Structures
International Journal of Non-Linear Mechanics,00207462,Subscribed,International%20Journal%20of%20Non-Linear%20Mechanics
Geothermics,03756505,Subscribed,Geothermics
Insect Biochemistry and Molecular Biology,09651748,Subscribed,Insect%20Biochemistry%20and%20Molecular%20Biology
International Journal of Hydrogen Energy,03603199,Subscribed,International%20Journal%20of%20Hydrogen%20Energy
International Journal of Intercultural Relations,01471767,Subscribed,International%20Journal%20of%20Intercultural%20Relations
Journal of African Earth Sciences,1464343X,Subscribed,Journal%20of%20African%20Earth%20Sciences
International Journal of Impact Engineering,0734743X,Subscribed,International%20Journal%20of%20Impact%20Engineering
International Journal of Plasticity,07496419,Subscribed,International%20Journal%20of%20Plasticity
Global Environmental Change,09593780,Subscribed,Global%20Environmental%20Change
Environmental Pollution,02697491,Subscribed,Environmental%20Pollution
Food Policy,03069192,Subscribed,Food%20Policy
International Journal of Fatigue,01421123,Subscribed,International%20Journal%20of%20Fatigue
Fungal Biology Reviews,17494613,Subscribed,Fungal%20Biology%20Reviews
International Journal of Biological Macromolecules,01418130,Subscribed,International%20Journal%20of%20Biological%20Macromolecules
Forest Ecology and Management,03781127,Subscribed,Forest%20Ecology%20and%20Management
International Journal of Mass Spectrometry,13873806,Subscribed,International%20Journal%20of%20Mass%20Spectrometry
Infrared Physics & Technology,13504495,Subscribed,Infrared%20Physics%20%26%20Technology
Future Generation Computer Systems,0167739X,Subscribed,Future%20Generation%20Computer%20Systems
Indagationes Mathematicae,00193577,Subscribed,Indagationes%20Mathematicae
Information Processing Letters,00200190,Subscribed,Information%20Processing%20Letters
Integration,01679260,Subscribed,Integration
Geoderma,00167061,Subscribed,Geoderma
Geomorphology,0169555X,Subscribed,Geomorphology
Global and Planetary Change,09218181,Subscribed,Global%20and%20Planetary%20Change
European Economic Review,00142921,Subscribed,European%20Economic%20Review
European Journal of Political Economy,01762680,Subscribed,European%20Journal%20of%20Political%20Economy
Fuzzy Sets and Systems,01650114,Subscribed,Fuzzy%20Sets%20and%20Systems
Information Economics and Policy,01676245,Subscribed,Information%20Economics%20and%20Policy
Inorganica Chimica Acta,00201693,Subscribed,Inorganica%20Chimica%20Acta
Infant Behavior and Development,01636383,Subscribed,Infant%20Behavior%20and%20Development
Experimental Thermal and Fluid Science,08941777,Subscribed,Experimental%20Thermal%20and%20Fluid%20Science
International Journal of Heat and Fluid Flow,0142727X,Subscribed,International%20Journal%20of%20Heat%20and%20Fluid%20Flow
European Journal of Soil Biology,11645563,Subscribed,European%20Journal%20of%20Soil%20Biology
International Journal of Thermal Sciences,12900729,Subscribed,International%20Journal%20of%20Thermal%20Sciences
European Journal of Cell Biology,01719335,Subscribed,European%20Journal%20of%20Cell%20Biology
Flora,03672530,Subscribed,Flora
Finite Fields and Their Applications,10715797,Subscribed,Finite%20Fields%20and%20Their%20Applications
Fungal Genetics and Biology,10871845,Subscribed,Fungal%20Genetics%20and%20Biology
Graphical Models,15240703,Subscribed,Graphical%20Models
Hormones and Behavior,0018506X,Subscribed,Hormones%20and%20Behavior
Icarus,00191035,Subscribed,Icarus
Journal of Adolescence,01401971,Subscribed,Journal%20of%20Adolescence
European Journal of Combinatorics,01956698,Subscribed,European%20Journal%20of%20Combinatorics
"Estuarine, Coastal and Shelf Science",02727714,Subscribed,Estuarine%2C%20Coastal%20and%20Shelf%20Science
Journal of Insect Physiology,00221910,Subscribed,Journal%20of%20Insect%20Physiology
Journal of Asian Earth Sciences,13679120,Subscribed,Journal%20of%20Asian%20Earth%20Sciences
Journal of Biomechanics,00219290,Subscribed,Journal%20of%20Biomechanics
Journal of Geodynamics,02643707,Subscribed,Journal%20of%20Geodynamics
Journal of Constructional Steel Research,0143974X,Subscribed,Journal%20of%20Constructional%20Steel%20Research
Journal of Environmental Radioactivity,0265931X,Subscribed,Journal%20of%20Environmental%20Radioactivity
Journal of Controlled Release,01683659,Subscribed,Journal%20of%20Controlled%20Release
Journal of Microbiological Methods,01677012,Subscribed,Journal%20of%20Microbiological%20Methods
Journal of Biotechnology,01681656,Subscribed,Journal%20of%20Biotechnology
Journal of Experimental Marine Biology and Ecology,00220981,Subscribed,Journal%20of%20Experimental%20Marine%20Biology%20and%20Ecology
Journal of Bioscience and Bioengineering,13891723,Subscribed,Journal%20of%20Bioscience%20and%20Bioengineering
Journal of Hazardous Materials,03043894,Subscribed,Journal%20of%20Hazardous%20Materials
Journal of Membrane Science,03767388,Subscribed,Journal%20of%20Membrane%20Science
Journal of Crystal Growth,00220248,Subscribed,Journal%20of%20Crystal%20Growth
Journal of Luminescence,00222313,Subscribed,Journal%20of%20Luminescence
Journal of Computational and Applied Mathematics,03770427,Subscribed,Journal%20of%20Computational%20and%20Applied%20Mathematics
Journal of Applied Geophysics,09269851,Subscribed,Journal%20of%20Applied%20Geophysics
Journal of Contaminant Hydrology,01697722,Subscribed,Journal%20of%20Contaminant%20Hydrology
Journal of Geochemical Exploration,03756742,Subscribed,Journal%20of%20Geochemical%20Exploration
Journal of Hydrology,00221694,Subscribed,Journal%20of%20Hydrology
Journal of Development Economics,03043878,Subscribed,Journal%20of%20Development%20Economics
Journal of Economic Behavior & Organization,01672681,Subscribed,Journal%20of%20Economic%20Behavior%20%26%20Organization
Journal of Economic Dynamics and Control,01651889,Subscribed,Journal%20of%20Economic%20Dynamics%20and%20Control
Journal of International Economics,00221996,Subscribed,Journal%20of%20International%20Economics
Journal of Macroeconomics,01640704,Subscribed,Journal%20of%20Macroeconomics
Journal of Econometrics,03044076,Subscribed,Journal%20of%20Econometrics
Journal of Mathematical Economics,03044068,Subscribed,Journal%20of%20Mathematical%20Economics
Journal of Asian Economics,10490078,Subscribed,Journal%20of%20Asian%20Economics
Journal of Applied Developmental Psychology,01933973,Subscribed,Journal%20of%20Applied%20Developmental%20Psychology
Journal of Chemical Health and Safety,18715532,Subscribed,Journal%20of%20Chemical%20Health%20and%20Safety
Journal of Economics and Business,01486195,Subscribed,Journal%20of%20Economics%20and%20Business
Journal of Inorganic Biochemistry,01620134,Subscribed,Journal%20of%20Inorganic%20Biochemistry
Journal of Molecular Graphics and Modelling,10933263,Subscribed,Journal%20of%20Molecular%20Graphics%20and%20Modelling
Journal of Biomedical Informatics,15320464,Subscribed,Journal%20of%20Biomedical%20Informatics
Journal of Comparative Economics,01475967,Subscribed,Journal%20of%20Comparative%20Economics
Journal of Colloid and Interface Science,00219797,Subscribed,Journal%20of%20Colloid%20and%20Interface%20Science
Journal of Complexity,0885064X,Subscribed,Journal%20of%20Complexity
Journal of Computational Physics,00219991,Subscribed,Journal%20of%20Computational%20Physics
Journal of Experimental Child Psychology,00220965,Subscribed,Journal%20of%20Experimental%20Child%20Psychology
Journal of Environmental Economics and Management,00950696,Subscribed,Journal%20of%20Environmental%20Economics%20and%20Management
Journal of Experimental Social Psychology,00221031,Subscribed,Journal%20of%20Experimental%20Social%20Psychology
Journal of Memory and Language,0749596X,Subscribed,Journal%20of%20Memory%20and%20Language
Journal of Magnetic Resonance,10907807,Subscribed,Journal%20of%20Magnetic%20Resonance
Journal of Molecular Spectroscopy,00222852,Subscribed,Journal%20of%20Molecular%20Spectroscopy
Journal of Human Evolution,00472484,Subscribed,Journal%20of%20Human%20Evolution
Journal of Arid Environments,01401963,Subscribed,Journal%20of%20Arid%20Environments
Journal of Environmental Management,03014797,Subscribed,Journal%20of%20Environmental%20Management
Journal of Historical Geography,03057488,Subscribed,Journal%20of%20Historical%20Geography
Journal of Fluids and Structures,08899746,Subscribed,Journal%20of%20Fluids%20and%20Structures
Journal of the Mechanics and Physics of Solids,00225096,Subscribed,Journal%20of%20the%20Mechanics%20and%20Physics%20of%20Solids
Journal of Physics and Chemistry of Solids,00223697,Subscribed,Journal%20of%20Physics%20and%20Chemistry%20of%20Solids
Mechanism and Machine Theory,0094114X,Subscribed,Mechanism%20and%20Machine%20Theory
Materials Research Bulletin,00255408,Subscribed,Materials%20Research%20Bulletin
Journal of Rural Studies,07430167,Subscribed,Journal%20of%20Rural%20Studies
Journal of Thermal Biology,03064565,Subscribed,Journal%20of%20Thermal%20Biology
Marine Pollution Bulletin,0025326X,Subscribed,Marine%20Pollution%20Bulletin
Journal of Structural Geology,01918141,Subscribed,Journal%20of%20Structural%20Geology
Journal of School Psychology,00224405,Subscribed,Journal%20of%20School%20Psychology
Journal of South American Earth Sciences,08959811,Subscribed,Journal%20of%20South%20American%20Earth%20Sciences
Marine Environmental Research,01411136,Subscribed,Marine%20Environmental%20Research
Marine Policy,0308597X,Subscribed,Marine%20Policy
Medical Engineering & Physics,13504533,Subscribed,Medical%20Engineering%20%26%20Physics
Landscape and Urban Planning,01692046,Subscribed,Landscape%20and%20Urban%20Planning
Journal of Non-Newtonian Fluid Mechanics,03770257,Subscribed,Journal%20of%20Non-Newtonian%20Fluid%20Mechanics
Materials Letters,0167577X,Subscribed,Materials%20Letters
Mechanics of Materials,01676636,Subscribed,Mechanics%20of%20Materials
Knowledge-Based Systems,09507051,Subscribed,Knowledge-Based%20Systems
Mathematics and Computers in Simulation,03784754,Subscribed,Mathematics%20and%20Computers%20in%20Simulation
Microelectronic Engineering,01679317,Subscribed,Microelectronic%20Engineering
Journal of Systems Architecture,13837621,Subscribed,Journal%20of%20Systems%20Architecture
Journal of Petroleum Science and Engineering,09204105,Subscribed,Journal%20of%20Petroleum%20Science%20and%20Engineering
Journal of Volcanology and Geothermal Research,03770273,Subscribed,Journal%20of%20Volcanology%20and%20Geothermal%20Research
Marine Chemistry,03044203,Subscribed,Marine%20Chemistry
Marine Geology,00253227,Subscribed,Marine%20Geology
Marine Micropaleontology,03778398,Subscribed,Marine%20Micropaleontology
Journal of Monetary Economics,03043932,Subscribed,Journal%20of%20Monetary%20Economics
Journal of Statistical Planning and Inference,03783758,Subscribed,Journal%20of%20Statistical%20Planning%20and%20Inference
Labour Economics,09275371,Subscribed,Labour%20Economics
Mathematical Social Sciences,01654896,Subscribed,Mathematical%20Social%20Sciences
Journal of Sea Research,13851101,Subscribed,Journal%20of%20Sea%20Research
Medical Image Analysis,13618415,Subscribed,Medical%20Image%20Analysis
Journal of Organometallic Chemistry,0022328X,Subscribed,Journal%20of%20Organometallic%20Chemistry
Journal of Public Economics,00472727,Subscribed,Journal%20of%20Public%20Economics
Materials Chemistry and Physics,02540584,Subscribed,Materials%20Chemistry%20and%20Physics
Journal of Behavioral and Experimental Economics,22148043,Subscribed,Journal%20of%20Behavioral%20and%20Experimental%20Economics
Journal of Systems and Software,01641212,Subscribed,Journal%20of%20Systems%20and%20Software
Mathematical Biosciences,00255564,Subscribed,Mathematical%20Biosciences
Journal of Plant Physiology,01761617,Subscribed,Journal%20of%20Plant%20Physiology
Limnologica,00759511,Subscribed,Limnologica
Mammalian Biology,16165047,Subscribed,Mammalian%20Biology
Journal of the Japanese and International Economies,08891583,Subscribed,Journal%20of%20the%20Japanese%20and%20International%20Economies
Journal of Number Theory,0022314X,Subscribed,Journal%20of%20Number%20Theory
Journal of Parallel and Distributed Computing,07437315,Subscribed,Journal%20of%20Parallel%20and%20Distributed%20Computing
Journal of Urban Economics,00941190,Subscribed,Journal%20of%20Urban%20Economics
Journal of Visual Communication and Image Representation,10473203,Subscribed,Journal%20of%20Visual%20Communication%20and%20Image%20Representation
Learning and Motivation,00239690,Subscribed,Learning%20and%20Motivation
Journal of Sound and Vibration,0022460X,Subscribed,Journal%20of%20Sound%20and%20Vibration
Journal of Theoretical Biology,00225193,Subscribed,Journal%20of%20Theoretical%20Biology
Journal of Symbolic Computation,07477171,Subscribed,Journal%20of%20Symbolic%20Computation
Mechanical Systems and Signal Processing,08883270,Subscribed,Mechanical%20Systems%20and%20Signal%20Processing
Polyhedron,02775387,Subscribed,Polyhedron
Phytochemistry,00319422,Subscribed,Phytochemistry
Microelectronics Reliability,00262714,Subscribed,Microelectronics%20Reliability
Pattern Recognition,00313203,Subscribed,Pattern%20Recognition
Progress in Quantum Electronics,00796727,Subscribed,Progress%20in%20Quantum%20Electronics
"Physics and Chemistry of the Earth, Parts A/B/C",14747065,Subscribed,Physics%20and%20Chemistry%20of%20the%20Earth%2C%20Parts%20A%2FB%2FC
Progress in Materials Science,00796425,Subscribed,Progress%20in%20Materials%20Science
Progress in Aerospace Sciences,03760421,Subscribed,Progress%20in%20Aerospace%20Sciences
Reports on Mathematical Physics,00344877,Subscribed,Reports%20on%20Mathematical%20Physics
Progress in Oceanography,00796611,Subscribed,Progress%20in%20Oceanography
Organic Geochemistry,01466380,Subscribed,Organic%20Geochemistry
Personality and Individual Differences,01918869,Subscribed,Personality%20and%20Individual%20Differences
Quaternary Science Reviews,02773791,Subscribed,Quaternary%20Science%20Reviews
Neural Networks,08936080,Subscribed,Neural%20Networks
Quaternary International,10406182,Subscribed,Quaternary%20International
Ocean & Coastal Management,09645691,Subscribed,Ocean%20%26%20Coastal%20Management
Process Biochemistry,13595113,Subscribed,Process%20Biochemistry
Reliability Engineering & System Safety,09518320,Subscribed,Reliability%20Engineering%20%26%20System%20Safety
Microelectronics Journal,00262692,Subscribed,Microelectronics%20Journal
Nonlinear Analysis,0362546X,Subscribed,Nonlinear%20Analysis
Optics & Laser Technology,00303992,Subscribed,Optics%20%26%20Laser%20Technology
Political Geography,09626298,Subscribed,Political%20Geography
Polymer,00323861,Subscribed,Polymer
Fungal Biology,18786146,Subscribed,Fungal%20Biology
New Biotechnology,18716784,Subscribed,New%20Biotechnology
"Resources, Conservation & Recycling",09213449,Subscribed,Resources%2C%20Conservation%20%26%20Recycling
Optical Materials,09253467,Subscribed,Optical%20Materials
Optics Communications,00304018,Subscribed,Optics%20Communications
Microprocessors and Microsystems,01419331,Subscribed,Microprocessors%20and%20Microsystems
Neurocomputing,09252312,Subscribed,Neurocomputing
Parallel Computing,01678191,Subscribed,Parallel%20Computing
Pattern Recognition Letters,01678655,Subscribed,Pattern%20Recognition%20Letters
Performance Evaluation,01665316,Subscribed,Performance%20Evaluation
Poetics,0304422X,Subscribed,Poetics
Ore Geology Reviews,01691368,Subscribed,Ore%20Geology%20Reviews
"Palaeogeography, Palaeoclimatology, Palaeoecology",00310182,Subscribed,Palaeogeography%2C%20Palaeoclimatology%2C%20Palaeoecology
Physics of the Earth and Planetary Interiors,00319201,Subscribed,Physics%20of%20the%20Earth%20and%20Planetary%20Interiors
Precambrian Research,03019268,Subscribed,Precambrian%20Research
Regional Science and Urban Economics,01660462,Subscribed,Regional%20Science%20and%20Urban%20Economics
Research Policy,00487333,Subscribed,Research%20Policy
Orbis,00304387,Subscribed,Orbis
Remote Sensing of Environment,00344257,Subscribed,Remote%20Sensing%20of%20Environment
Plant Science,01689452,Subscribed,Plant%20Science
Plant Physiology and Biochemistry,09819428,Subscribed,Plant%20Physiology%20and%20Biochemistry
Pedobiologia,00314056,Subscribed,Pedobiologia
"Perspectives in Plant Ecology, Evolution and Systematics",14338319,Subscribed,Perspectives%20in%20Plant%20Ecology%2C%20Evolution%20and%20Systematics
Protist,14344610,Subscribed,Protist
Molecular Phylogenetics and Evolution,10557903,Subscribed,Molecular%20Phylogenetics%20and%20Evolution
Nuclear Data Sheets,00903752,Subscribed,Nuclear%20Data%20Sheets
Neurobiology of Learning and Memory,10747427,Subscribed,Neurobiology%20of%20Learning%20and%20Memory
Review of Economic Dynamics,10942025,Subscribed,Review%20of%20Economic%20Dynamics
Solid State Communications,00381098,Subscribed,Solid%20State%20Communications
Water Research,00431354,Subscribed,Water%20Research
Soil Biology & Biochemistry,00380717,Subscribed,Soil%20Biology%20%26%20Biochemistry
Technology in Society,0160791X,Subscribed,Technology%20in%20Society
World Development,0305750X,Subscribed,World%20Development
Robotics and Computer-Integrated Manufacturing,07365845,Subscribed,Robotics%20and%20Computer-Integrated%20Manufacturing
Soil Dynamics and Earthquake Engineering,02677261,Subscribed,Soil%20Dynamics%20and%20Earthquake%20Engineering
Trends in Biotechnology,01677799,Subscribed,Trends%20in%20Biotechnology
Trends in Ecology & Evolution,01695347,Subscribed,Trends%20in%20Ecology%20%26%20Evolution
Trends in Plant Science,13601385,Subscribed,Trends%20in%20Plant%20Science
Trends in Cognitive Sciences,13646613,Subscribed,Trends%20in%20Cognitive%20Sciences
Tribology International,0301679X,Subscribed,Tribology%20International
Science of the Total Environment,00489697,Subscribed,Science%20of%20the%20Total%20Environment
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,13861425,Subscribed,Spectrochimica%20Acta%20Part%20A%3A%20Molecular%20and%20Biomolecular%20Spectroscopy
Talanta,00399140,Subscribed,Talanta
Solid State Ionics,01672738,Subscribed,Solid%20State%20Ionics
Ultrasonics,0041624X,Subscribed,Ultrasonics
Robotics and Autonomous Systems,09218890,Subscribed,Robotics%20and%20Autonomous%20Systems
Signal Processing,01651684,Subscribed,Signal%20Processing
Speech Communication,01676393,Subscribed,Speech%20Communication
Review of Palaeobotany and Palynology,00346667,Subscribed,Review%20of%20Palaeobotany%20and%20Palynology
Sedimentary Geology,00370738,Subscribed,Sedimentary%20Geology
Tectonophysics,00401951,Subscribed,Tectonophysics
Social Networks,03788733,Subscribed,Social%20Networks
Statistics & Probability Letters,01677152,Subscribed,Statistics%20%26%20Probability%20Letters
Stochastic Processes and their Applications,03044149,Subscribed,Stochastic%20Processes%20and%20their%20Applications
Structural Change and Economic Dynamics,0954349X,Subscribed,Structural%20Change%20and%20Economic%20Dynamics
Systems & Control Letters,01676911,Subscribed,Systems%20%26%20Control%20Letters
The Journal of Supercritical Fluids,08968446,Subscribed,The%20Journal%20of%20Supercritical%20Fluids
Synthetic Metals,03796779,Subscribed,Synthetic%20Metals
The Social Science Journal,03623319,Subscribed,The%20Social%20Science%20Journal
Technological Forecasting and Social Change,00401625,Subscribed,Technological%20Forecasting%20and%20Social%20Change
Zoology,09442006,Subscribed,Zoology
Social Science Research,0049089X,Subscribed,Social%20Science%20Research
Theoretical Population Biology,00405809,Subscribed,Theoretical%20Population%20Biology
The Journal of Chemical Thermodynamics,00219614,Subscribed,The%20Journal%20of%20Chemical%20Thermodynamics
Superlattices and Microstructures,07496036,Subscribed,Superlattices%20and%20Microstructures
Annals of Pure and Applied Logic,01680072,Subscribed,Annals%20of%20Pure%20and%20Applied%20Logic
Topology and its Applications,01668641,Subscribed,Topology%20and%20its%20Applications
Information and Computation,08905401,Subscribed,Information%20and%20Computation
Chemistry and Physics of Lipids,00093084,Subscribed,Chemistry%20and%20Physics%20of%20Lipids
L'Anthropologie,00035521,Subscribed,L%27Anthropologie
Geobios,00166995,Subscribed,Geobios
Revue de Micropaléontologie,00351598,Subscribed,Revue%20de%20Micropal%C3%A9ontologie
Clinical Psychology Review,02727358,Subscribed,Clinical%20Psychology%20Review
Seminars in Cell and Developmental Biology,10849521,Subscribed,Seminars%20in%20Cell%20and%20Developmental%20Biology
Trends in Microbiology,0966842X,Subscribed,Trends%20in%20Microbiology
Journal of Great Lakes Research,03801330,Subscribed,Journal%20of%20Great%20Lakes%20Research
Journal of Communication Disorders,00219924,Subscribed,Journal%20of%20Communication%20Disorders
Telecommunications Policy,03085961,Subscribed,Telecommunications%20Policy
Journal of Geometry and Physics,03930440,Subscribed,Journal%20of%20Geometry%20and%20Physics
Differential Geometry and its Applications,09262245,Subscribed,Differential%20Geometry%20and%20its%20Applications
Journal of Pure and Applied Algebra,00224049,Subscribed,Journal%20of%20Pure%20and%20Applied%20Algebra
South African Journal of Botany,02546299,Subscribed,South%20African%20Journal%20of%20Botany
Government Information Quarterly,0740624X,Subscribed,Government%20Information%20Quarterly
Intelligence,01602896,Subscribed,Intelligence
International Journal of Approximate Reasoning,0888613X,Subscribed,International%20Journal%20of%20Approximate%20Reasoning
Annales de l'Institut Henri Poincaré C: Analyse Non Linéaire,02941449,Subscribed,Annales%20de%20l%27Institut%20Henri%20Poincar%C3%A9%20C%3A%20Analyse%20Non%20Lin%C3%A9aire
Systematic and Applied Microbiology,07232020,Subscribed,Systematic%20and%20Applied%20Microbiology
Expositiones Mathematicae,07230869,Subscribed,Expositiones%20Mathematicae
Advances in Mathematics,00018708,Subscribed,Advances%20in%20Mathematics
Historia Mathematica,03150860,Subscribed,Historia%20Mathematica
Journal of Algebra,00218693,Subscribed,Journal%20of%20Algebra
Journal of Approximation Theory,00219045,Subscribed,Journal%20of%20Approximation%20Theory
"Journal of Combinatorial Theory, Series A",00973165,Subscribed,Journal%20of%20Combinatorial%20Theory%2C%20Series%20A
"Journal of Combinatorial Theory, Series B",00958956,Subscribed,Journal%20of%20Combinatorial%20Theory%2C%20Series%20B
Journal of Differential Equations,00220396,Subscribed,Journal%20of%20Differential%20Equations
Journal of Functional Analysis,00221236,Subscribed,Journal%20of%20Functional%20Analysis
Journal of Mathematical Analysis and Applications,0022247X,Subscribed,Journal%20of%20Mathematical%20Analysis%20and%20Applications
Journal of Research in Personality,00926566,Subscribed,Journal%20of%20Research%20in%20Personality
Chemical Engineering Science,00092509,Subscribed,Chemical%20Engineering%20Science
Computer Physics Communications,00104655,Subscribed,Computer%20Physics%20Communications
New Scientist,026240795,Subscribed,New%20Scientist
Environment International,01604120,Subscribed,Environment%20International
Women's Studies International Forum,02775395,Subscribed,Women%27s%20Studies%20International%20Forum
Endeavour,01609327,Subscribed,Endeavour
Applied Mathematics Letters,08939659,Subscribed,Applied%20Mathematics%20Letters
Current Opinion in Cell Biology,09550674,Subscribed,Current%20Opinion%20in%20Cell%20Biology
Electoral Studies,02613794,Subscribed,Electoral%20Studies
Applied Numerical Mathematics,01689274,Subscribed,Applied%20Numerical%20Mathematics
Cognition,00100277,Subscribed,Cognition
Computational Geometry,09257721,Subscribed,Computational%20Geometry
Finite Elements in Analysis and Design,0168874X,Subscribed,Finite%20Elements%20in%20Analysis%20and%20Design
Lithos,00244937,Subscribed,Lithos
Computer Methods in Applied Mechanics and Engineering,00457825,Subscribed,Computer%20Methods%20in%20Applied%20Mechanics%20and%20Engineering
Evolution and Human Behavior,10905138,Subscribed,Evolution%20and%20Human%20Behavior
Advances in Applied Mathematics,01968858,Subscribed,Advances%20in%20Applied%20Mathematics
Explorations in Economic History,00144983,Subscribed,Explorations%20in%20Economic%20History
Journal of Anthropological Archaeology,02784165,Subscribed,Journal%20of%20Anthropological%20Archaeology
Journal of Economic Theory,00220531,Subscribed,Journal%20of%20Economic%20Theory
Journal of Multivariate Analysis,0047259X,Subscribed,Journal%20of%20Multivariate%20Analysis
Journal of Archaeological Science,03054403,Subscribed,Journal%20of%20Archaeological%20Science
Mycoscience,13403540,Subscribed,Mycoscience
The Journal of Social Studies Research,0885985X,Subscribed,The%20Journal%20of%20Social%20Studies%20Research
Linear Algebra and its Applications,00243795,Subscribed,Linear%20Algebra%20and%20its%20Applications
Molecular Plant,16742052,Subscribed,Molecular%20Plant
Rangelands,01900528,Subscribed,Rangelands
Chem,24519294,Subscribed,Chem
Rangeland Ecology & Management,15507424,Subscribed,Rangeland%20Ecology%20%26%20Management
Addictive Behaviors,03064603,Subscribed,Addictive%20Behaviors
Child Abuse & Neglect,01452134,Subscribed,Child%20Abuse%20%26%20Neglect
Current Opinion in Immunology,09527915,Subscribed,Current%20Opinion%20in%20Immunology
Current Opinion in Neurobiology,09594388,Subscribed,Current%20Opinion%20in%20Neurobiology
Current Opinion in Structural Biology,0959440X,Subscribed,Current%20Opinion%20in%20Structural%20Biology
Burns,03054179,Subscribed,Burns
Behavior Therapy,00057894,Subscribed,Behavior%20Therapy
Biochemical Pharmacology,00062952,Subscribed,Biochemical%20Pharmacology
Clinical Therapeutics,01492918,Subscribed,Clinical%20Therapeutics
American Journal of Ophthalmology,00029394,Subscribed,American%20Journal%20of%20Ophthalmology
Annals of Epidemiology,10472797,Subscribed,Annals%20of%20Epidemiology
Biological Psychiatry,00063223,Subscribed,Biological%20Psychiatry
Bone,87563282,Subscribed,Bone
Clinics in Dermatology,0738081X,Subscribed,Clinics%20in%20Dermatology
Contraception,00107824,Subscribed,Contraception
Contemporary Clinical Trials,15517144,Subscribed,Contemporary%20Clinical%20Trials
American Journal of Preventive Medicine,07493797,Subscribed,American%20Journal%20of%20Preventive%20Medicine
Atherosclerosis,00219150,Subscribed,Atherosclerosis
Critical Reviews in Oncology/Hematology,10408428,Subscribed,Critical%20Reviews%20in%20Oncology%2FHematology
Diabetes Research and Clinical Practice,01688227,Subscribed,Diabetes%20Research%20and%20Clinical%20Practice
Analytical Biochemistry,00032697,Subscribed,Analytical%20Biochemistry
Archives of Biochemistry and Biophysics,00039861,Subscribed,Archives%20of%20Biochemistry%20and%20Biophysics
Biochemical and Biophysical Research Communications,0006291X,Subscribed,Biochemical%20and%20Biophysical%20Research%20Communications
Clinical Immunology,15216616,Subscribed,Clinical%20Immunology
Appetite,01956663,Subscribed,Appetite
Cancer Treatment Reviews,03057372,Subscribed,Cancer%20Treatment%20Reviews
Cytokine,10434666,Subscribed,Cytokine
Clinical Nutrition,02615614,Subscribed,Clinical%20Nutrition
Blood Reviews,0268960X,Subscribed,Blood%20Reviews
Clinical Radiology,00099260,Subscribed,Clinical%20Radiology
Clinical Oncology,09366555,Subscribed,Clinical%20Oncology
American Journal of Otolaryngology,01960709,Subscribed,American%20Journal%20of%20Otolaryngology
Arthroscopy,07498063,Subscribed,Arthroscopy
Applied Nursing Research,08971897,Subscribed,Applied%20Nursing%20Research
Air Medical Journal,1067991X,Subscribed,Air%20Medical%20Journal
American Journal of Infection Control,01966553,Subscribed,American%20Journal%20of%20Infection%20Control
Archives of Psychiatric Nursing,08839417,Subscribed,Archives%20of%20Psychiatric%20Nursing
American Journal of Emergency Medicine,07356757,Subscribed,American%20Journal%20of%20Emergency%20Medicine
Annals of Emergency Medicine,01960644,Subscribed,Annals%20of%20Emergency%20Medicine
American Heart Journal,00028703,Subscribed,American%20Heart%20Journal
American Journal of Obstetrics & Gynecology,00029378,Subscribed,American%20Journal%20of%20Obstetrics%20%26%20Gynecology
Comprehensive Psychiatry,0010440X,Subscribed,Comprehensive%20Psychiatry
Archives of Physical Medicine and Rehabilitation,00039993,Subscribed,Archives%20of%20Physical%20Medicine%20and%20Rehabilitation
Biology of Blood and Marrow Transplantation,10838791,Subscribed,Biology%20of%20Blood%20and%20Marrow%20Transplantation
Academic Radiology,10766332,Subscribed,Academic%20Radiology
Annals of Vascular Surgery,08905096,Subscribed,Annals%20of%20Vascular%20Surgery
Journal of Anxiety Disorders,08876185,Subscribed,Journal%20of%20Anxiety%20Disorders
Injury,00201383,Subscribed,Injury
Epilepsy Research,09201211,Subscribed,Epilepsy%20Research
Gene,03781119,Subscribed,Gene
International Journal of Psychophysiology,01678760,Subscribed,International%20Journal%20of%20Psychophysiology
Journal of Affective Disorders,01650327,Subscribed,Journal%20of%20Affective%20Disorders
European Urology,03022838,Subscribed,European%20Urology
Journal of Clinical Epidemiology,08954356,Subscribed,Journal%20of%20Clinical%20Epidemiology
Experimental Gerontology,05315565,Subscribed,Experimental%20Gerontology
Free Radical Biology & Medicine,08915849,Subscribed,Free%20Radical%20Biology%20%26%20Medicine
"International Journal of Radiation Oncology, Biology, Physics",03603016,Subscribed,International%20Journal%20of%20Radiation%20Oncology%2C%20Biology%2C%20Physics
Diagnostic Microbiology and Infectious Disease,07328893,Subscribed,Diagnostic%20Microbiology%20and%20Infectious%20Disease
Fertility and Sterility,00150282,Subscribed,Fertility%20and%20Sterility
General Hospital Psychiatry,01638343,Subscribed,General%20Hospital%20Psychiatry
Experimental Hematology,0301472X,Subscribed,Experimental%20Hematology
Human Immunology,01988859,Subscribed,Human%20Immunology
